 "problem_instance" , "ela_feature_class" , "technique" , "sample_size" , "value" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.869892165695404e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.7981459580228574E-4" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "103.83386187265869e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.6745822675398108e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.001880737350513e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0010424666441762e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0008483958123544e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9999760284098647e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0011456865686357e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9999011709054324e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.00085448332098e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0000833574804613e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_30" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.43124444985930355e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.06949801787342302e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.07742694830018237e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.08534729715590306e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.08137475746750322e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.0499258368275326e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.06056751031339758e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.07984971521486361e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/diff_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.0753675946630672e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.3020801826919768e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/eps.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "11.118496048192698e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/eps.ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.3263263263263259e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/eps.s" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "2.2572572572572573e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46843914886464255e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46752779214381934e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46662185546393187e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46589596880236095e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/h.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8458039822338306e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/kurtosis" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.1002886196176673e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.004579977060718443e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0717283594420086e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "6.469569964360725e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.1574541696843867e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_simple.intercept" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "158.4780587627812e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.003273878755997661e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/m0" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6485943775100401e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/nb_fitness.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.5437275755341465e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/nn_nb.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6470117953784653e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.7571112021224446e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6706408049664361e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.005193535462668375e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "9.241520378913386e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.002475272738919343e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.007994130361093e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0089084082252338e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.009818292380432e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0093739641554398e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.005644285187304e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0068389408098808e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0090203998478424e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.008530337743644e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.9563895017712293e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.010611905533160382e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.013955826306828456e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.01938144891430582e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.013108896703261763e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.028968665041915642e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.011747994140080209e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.012950249822551996e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.0070369262302989455e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.1662001830678706e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9224970052592174e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.20520520520520513e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.s" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0460460460460457e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.24754930897258925e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.24981289684442334e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.566495536740708e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.5675925165771212e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.2469633591552109e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.24976290274809282e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.5656928332293076e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.5654174141272071e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/h.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8653495373176072e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.31714285795821073e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-3.4260947444719747E-4" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.28458773217701144e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "87.93847349612517e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.002972444956582403e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-274.04328667424875e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.034587854045773136e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/m0" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.6642761841227485e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.5770804534685372e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.7486749822585466e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.888520939073798e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8711284017977063e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-6.693146670837535E-4" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "82.9760486883051e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.6746783458803902e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9995222852461707e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9993717238968672e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9991275449075077e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9994098937823148e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.998698808679152e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9994721632343104e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9994180894683842e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9996838992893597e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_30" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.4616676817063913e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.11393622089964328e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.016990974944333992e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.003641261612330915e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.032505963374585e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.2901329946672311e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.09166760129159002e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.08157449254036653e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/diff_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.013364059475582835e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.3006436157076007e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/eps.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "11.118496048192698e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/eps.ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.3063063063063058e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/eps.s" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "2.1971971971971973e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46877934952730627e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4752568873084084e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5167128107492731e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4703839560634848e0" ,
