"problem_instance","ela_feature_class","value",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.4406528025842694e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.4372721937502778e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.46449123316853774e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.47147073902222014e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.4299332635946935e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.4410138797232481e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/h.max","0.8165948774656269e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/kurtosis","2.6408634909218938e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","0.581880409498871e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","32.10702316963756e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","4.433156070715149e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","7.387060327386502e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","301.62357693023057e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.696696617567014e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/m0","0.5321285140562249e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.28104309589594423e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.8409279461681969e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.8399658912612357e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.9306700031247197e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/number_of_peaks","3.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.7953664986940989e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/quad_simple.cond","2.0571177299507513e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.961187200112411e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.3468115362309722e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.4204189524883087e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.49507817690677114e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.6313165392839772e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.3370570902052331e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.40246915321589766e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.4727053214100145e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.6085209571216477e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_3_dim_5","http://w3id.org/ontoopt/skewness","1.227585651243848e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_02","-5.066796399038504e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_05","-4.764720263473711e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_10","-4.445472219567423e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_25","-3.58859248921178e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_02","-5.2692299573967745e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_05","-4.939039862121671e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_10","-4.608275859285367e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_25","-3.751624374592442e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.258942860595737e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/eps.max","17.629753752872038e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/eps.ratio","1.566566566566567e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/eps.s","2.7277277277277276e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.4903313307310075e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.4954714539561422e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.46322693917236735e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.45865816204590515e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.49625025057558547e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.48747513548915955e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.4602636470230226e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.45947881434438875e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/h.max","0.7881859761601783e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/kurtosis","19.694064367624e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","0.457700358487942e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","71.89603954932497e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","12.878828881553149e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","5.487514546676923e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","489.60877545208103e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.6611319518364625e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/m0","0.5301204819277109e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.23772659177724134e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.8306983072174972e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.8387692061428916e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.9322965950419125e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/number_of_peaks","6.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.6111205170388482e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/quad_simple.cond","8.908820474707461e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.896377554187404e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.41724022250057224e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.45167813208174895e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.4887116623012526e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.5869482756541152e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.40373670142659773e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.4418714934637522e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.47932000232390815e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.575247959549998e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_4_dim_5","http://w3id.org/ontoopt/skewness","3.508310560196078e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_02","-4.561930725984858e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_05","-3.9596364574087297e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_10","-3.4449180536233723e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_25","-2.6477569540197976e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_median_02","-4.807224819873765e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_median_05","-4.268623183184186e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_median_10","-3.766856501709296e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/diff_median_25","-2.911842274273382e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.2599806322947993e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/eps.max","17.629753752872038e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/eps.ratio","1.5065065065065069e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/eps.s","2.2872872872872874e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.45342366957426083e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.45276046435003775e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.44180568920326746e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.4398041696991157e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.4584467281414375e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.4555831639071585e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.43903407109576076e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.44343842281845824e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/h.max","0.8121082709696097e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/kurtosis","2.7508184597781864e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","0.4538543949672244e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","29.210625643166594e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","12.46482165086276e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","2.2814700849224785e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","234.21909447007712e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.5924189879503575e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/m0","0.5341365461847389e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.30869521564144103e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.8317351818798695e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.8364786189944642e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.9253131429680752e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/number_of_peaks","4.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.7883608873487533e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/quad_simple.cond","4.319608578042626e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.9496920307593333e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.47505912534712225e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.5443906385167787e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.6036644442724715e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.6950062452394884e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.45654764034885065e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.5170746574550458e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.5749141628521812e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.6699222403922374e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_15_instance_5_dim_5","http://w3id.org/ontoopt/skewness","1.4673169157573216e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_mean_02","0.06949801787342302e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_mean_05","0.07742694830018237e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_mean_10","0.08534729715590306e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_mean_25","0.08137475746750322e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_median_02","0.0499258368275326e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_median_05","0.06056751031339758e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_median_10","0.07984971521486361e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/diff_median_25","0.0753675946630672e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.3020801826919768e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/eps.max","11.118496048192698e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/eps.ratio","1.3263263263263259e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/eps.s","2.2572572572572573e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.46843914886464255e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.46752779214381934e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.5e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.5e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.46662185546393187e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.46589596880236095e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.5e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.5e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/h.max","0.8458039822338306e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/kurtosis","1.1002886196176673e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","-0.004579977060718443e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","1.0717283594420086e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","6.469569964360725e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","0.1574541696843867e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","158.4780587627812e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.003273878755997661e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/m0","0.6485943775100401e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.5437275755341465e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.6470117953784653e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.7571112021224446e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.6706408049664361e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/number_of_peaks","1.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.005193535462668375e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/quad_simple.cond","9.241520378913386e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","-0.002475272738919343e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_02","1.007994130361093e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_05","1.0089084082252338e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_10","1.009818292380432e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_25","1.0093739641554398e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_02","1.005644285187304e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_05","1.0068389408098808e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_10","1.0090203998478424e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_25","1.008530337743644e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_1_dim_5","http://w3id.org/ontoopt/skewness","0.9563895017712293e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_02","0.11393622089964328e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_05","0.016990974944333992e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_10","0.003641261612330915e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_25","-0.032505963374585e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_02","0.2901329946672311e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_05","0.09166760129159002e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_10","0.08157449254036653e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_25","-0.013364059475582835e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.3006436157076007e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/eps.max","11.118496048192698e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/eps.ratio","1.3063063063063058e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/eps.s","2.1971971971971973e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.46877934952730627e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.4752568873084084e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.5e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.5167128107492731e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.4703839560634848e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_16_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.4616719413337722e0",
